"ID","Delay.Indicator"
1,0.0726571083068848
2,0.0211334712803364
3,0.0627032443881035
4,0.081786260008812
5,0.11012639850378
6,0.116380758583546
7,0.149001061916351
8,0.123936302959919
9,0.014111909084022
10,0.0495309047400951
11,0.169354736804962
12,0.582805275917053
13,0.15151734650135
14,0.322201430797577
15,0.330772519111633
16,0.0111490171402693
17,0.0148036312311888
18,0.0910565257072449
19,0.19013375043869
20,0.270673125982285
21,0.278053939342499
22,0.34802171587944
23,0.0320630893111229
24,0.06711745262146
25,0.125268414616585
26,0.133346125483513
27,0.106576323509216
28,0.0864635407924652
29,0.0690128803253174
30,0.0357415117323399
31,0.0100361444056034
32,0.0517371073365211
33,0.168386027216911
34,0.376346677541733
35,0.154747068881989
36,0.358315020799637
37,0.303406149148941
38,0.0260975770652294
39,0.107021234929562
40,0.234614878892899
41,0.233186647295952
42,0.251210242509842
43,0.280888587236404
44,0.257242828607559
45,0.29442572593689
46,0.0107070682570338
47,0.0464728809893131
48,0.190038561820984
49,0.216613247990608
50,0.179436922073364
51,0.319619089365005
52,0.303361475467682
53,0.282886564731598
54,0.00989357847720385
55,0.0271261055022478
56,0.0712823942303658
57,0.0604797974228859
58,0.0569365844130516
59,0.115717500448227
60,0.10935577750206
61,0.051166970282793
62,0.132739663124084
63,0.149209722876549
64,0.0273311957716942
65,0.0477579236030579
66,0.0461751520633698
67,0.0751300528645515
68,0.0673532038927078
69,0.152929559350014
70,0.0756049677729607
71,0.163938835263252
72,0.102026678621769
73,0.00757154589518905
74,0.0116349952295423
75,0.00702644232660532
76,0.00639878073707223
77,0.00819016061723232
78,0.0140491221100092
79,0.0135752968490124
80,0.00706962402909994
81,0.022694768384099
82,0.0247022323310375
83,0.0824403986334801
84,0.00939114764332771
85,0.0753997564315796
86,0.0405079871416092
87,0.0137423723936081
88,0.059364590793848
89,0.0772325992584229
90,0.092195138335228
91,0.00956345442682505
92,0.0463455729186535
93,0.0690466463565826
94,0.0854853242635727
95,0.069867804646492
96,0.12512893974781
97,0.152375146746635
98,0.0420195534825325
99,0.0753695070743561
100,0.0263877864927053
101,0.0715788751840591
102,0.0575421452522278
103,0.122797332704067
104,0.0812008008360863
105,0.138017430901527
106,0.103346854448318
107,0.0147908199578524
108,0.0498209185898304
109,0.175293922424316
110,0.556601047515869
111,0.110309734940529
112,0.226091608405113
113,0.198266997933388
114,0.0183656588196754
115,0.0243276730179787
116,0.157203033566475
117,0.308781892061234
118,0.393311530351639
119,0.393311530351639
120,0.422487258911133
121,0.0258676111698151
122,0.0414187535643578
123,0.0819815248250961
124,0.0816828161478043
125,0.0817569941282272
126,0.0609447136521339
127,0.0473236292600632
128,0.0229826495051384
129,0.0105210663750768
130,0.0520393177866936
131,0.15839672088623
132,0.325909107923508
133,0.10179702937603
134,0.234285995364189
135,0.272363096475601
136,0.0285007618367672
137,0.130147084593773
138,0.242175564169884
139,0.193463027477264
140,0.167694658041
141,0.207667350769043
142,0.215620577335358
143,0.173478230834007
144,0.0117100598290563
145,0.0486319214105606
146,0.212845429778099
147,0.186883360147476
148,0.13181571662426
149,0.2240249812603
150,0.236050456762314
151,0.216952115297318
152,0.0097058042883873
153,0.0266200359910727
154,0.0660658106207848
155,0.0677020698785782
156,0.0698261708021164
157,0.0945271775126457
158,0.118346333503723
159,0.0687119290232658
160,0.112603433430195
161,0.176533415913582
162,0.0251563917845488
163,0.0419346801936626
164,0.0385862365365028
165,0.0838837921619415
166,0.0846534743905067
167,0.123819969594479
168,0.0881038084626198
169,0.142752945423126
170,0.093586653470993
171,0.00818115565925837
172,0.0144737111404538
173,0.00822696182876825
174,0.00999798811972141
175,0.0128913875669241
176,0.0149328615516424
177,0.0187775976955891
178,0.0118802543729544
179,0.0198637917637825
180,0.0227317307144403
181,0.0786121338605881
182,0.00820575375109911
183,0.0633266493678093
184,0.0398887395858765
185,0.0210993923246861
186,0.0616314187645912
187,0.0872136726975441
188,0.0974941700696945
189,0.00835650973021984
190,0.0406871810555458
191,0.0573348999023438
192,0.0895616039633751
193,0.0734429359436035
194,0.0962023362517357
195,0.142948269844055
196,0.0530167035758495
197,0.0696458891034126
198,0.0231070276349783
199,0.0744829326868057
200,0.0707122907042503
201,0.111112527549267
202,0.090255968272686
203,0.116519212722778
204,0.164876013994217
205,0.0105479452759027
206,0.0337920896708965
207,0.119616642594337
208,0.293907105922699
209,0.0848914682865143
210,0.155617028474808
211,0.206889867782593
212,0.0110582653433084
213,0.0146835725754499
214,0.0966127961874008
215,0.210728317499161
216,0.269044309854507
217,0.254726260900497
218,0.32143759727478
219,0.0334013178944588
220,0.0450877211987972
221,0.0728838369250298
222,0.089772567152977
223,0.0940290912985802
224,0.0737136006355286
225,0.056291613727808
226,0.0304623227566481
227,0.00616739597171545
228,0.0328965447843075
229,0.0998328849673271
230,0.226738601922989
231,0.0826508700847626
232,0.1481763869524
233,0.18961463868618
234,0.0249640364199877
235,0.1103540584445
236,0.207647532224655
237,0.201553389430046
238,0.203352704644203
239,0.252016425132751
240,0.24314372241497
241,0.233304992318153
242,0.010234990157187
243,0.0427068918943405
244,0.167076513171196
245,0.179322183132172
246,0.159598603844643
247,0.253090173006058
248,0.287713795900345
249,0.278352051973343
250,0.00687859626486897
251,0.024251651018858
252,0.0670318305492401
253,0.0855195894837379
254,0.0882732719182968
255,0.10648038238287
256,0.0943053811788559
257,0.138926148414612
258,0.085068017244339
259,0.17439179122448
260,0.347594618797302
261,0.0191119927912951
262,0.0714633613824844
263,0.0352917425334454
264,0.148408532142639
265,0.0991790741682053
266,0.363649070262909
267,0.143663987517357
268,0.146343886852264
269,0.20922377705574
270,0.00519892061129212
271,0.0118246143683791
272,0.0074968165718019
273,0.00860969722270966
274,0.0148764736950397
275,0.011902061291039
276,0.0192320551723242
277,0.0149087086319923
278,0.0109949037432671
279,0.0195600092411041
280,0.0681874752044678
281,0.00904330052435398
282,0.0654221475124359
283,0.0621180273592472
284,0.0235620979219675
285,0.0854644477367401
286,0.165517628192902
287,0.183176323771477
288,0.00557061657309532
289,0.0349894352257252
290,0.054918073117733
291,0.102058947086334
292,0.0915890261530876
293,0.0745656788349152
294,0.098298966884613
295,0.187622800469398
296,0.0688499435782433
297,0.1163185313344
298,0.0175461396574974
299,0.119468733668327
300,0.072614386677742
